gene_ID	protein	rna	protein_degradation	rna_hl	translation
rna10099	4045	43117.0593255951	27.8669	0.0148484242	2.6143158245
rna10101	4046	148232.899097676	85902	0.0337006179	2344.6852494667
rna10114	4049	17725.9502212562	78.5193	0.0136083435	17.9355488271
rna10124	4050	17172.5128190901	4.57408	0.019926269	1.0787602371
rna10126	4051	147058.403799966	34.4645	0.0127685192	0.9493893983
rna10127	4052	8399.677443245	15.6784	0.0382053145	7.5632519498
rna10132	4053	1907903.59547401	846067	0.0216949705	1797.3180401435
rna10139	4054	111431.204250756	5.90336	0.0139240925	0.2147712717
rna10142	4055	61465.8233890389	16.6267	0.0310740423	1.0968903495
rna10148	4057	16344.8617200748	8.44496	0.020683961	2.096145156
rna10161	4058	77404.5947167894	44.3443	0.0374449341	2.3247866623
rna10169	4060	197205.516670891	13.6963	0.0164854282	0.2819747588
rna10171	4061	99765.7314627289	31.9109	0.0280847069	1.2989446677
rna10176	4062	73125.7638539082	37.8929	0.0480543779	2.1048800271
rna10178	4063	3799.2116140827	27.7446	0.0224686114	29.6709742048
rna10193	4065	359209.632996667	3.68053	0.0172547313	0.0416507607
rna10200	4066	12310.0747580295	77.3025	0.0377420179	25.5329046475
rna10206	4067	616.050932813	1.98535	0.0273501599	13.1067384528
rna10210	4068	14533.0587575141	7.75286	0.0692294095	2.1701305284
rna10222	4071	666.4929354708	0.927719	0.0383539184	5.6665927694
rna10231	4072	271236.823092362	125161	0.019999403	1879.0059041005
rna10253	4075	39273.1228751393	12089	0.0438493855	1254.3610335399
rna10271	4077	135098.995330678	7.55764	0.0133747001	0.228073482
rna10278	4078	28145.6037861843	0.918072	0.0172659136	0.1330189128
rna10299	4080	25614.7311414008	12.7404	0.0225907391	2.0293335
rna10302	4081	7629.3160056213	12.4713	0.0194148901	6.6710272929
rna10307	4082	3801.673233015	12.0003	0.1398501516	12.885174921
rna10313	4083	15126.5119386749	3.76828	0.0175181339	1.0171470662
rna10321	4084	83563.2846538894	95.5192	0.0304361786	4.6683231088
rna10322	4085	92380.7888532997	15.9279	0.0153329955	0.7043182063
rna10335	4086	188951.089835821	188066	0.0465452557	4066.8602476318
rna10341	4087	18625.1156304259	6.23816	0.0232484232	1.3688698865
rna10343	4088	3445.7129858809	8.84835	0.0186115403	10.4976981392
rna10344	4089	568649.770249115	128129	0.0245359458	921.3394753865
rna10350	4090	26045.7380639734	22.28	0.0166084903	3.4986606936
rna10371	4092	186822.070882336	31.2062	0.0111612684	0.6835154422
rna10376	4093	18701.55170535	12.2765	0.0238297023	2.6868206067
rna10381	4094	68726.0035778124	3.25321	0.0452027974	0.1937933394
rna10387	4095	13678.737908019	39.9765	0.0845125881	11.9677537943
rna10389	4096	12158.3851552672	55.4638	0.094041643	18.6850245241
rna10390	4097	193599.253428314	219362	0.015468197	4642.1982424265
rna10393	4098	6627.6421153394	15059	0.0365171832	9311.2725349444
rna10411	4100	3438.168645	20.7934	0.0311658624	24.7960320748
rna10421	4101	215443.280195007	67.8264	0.0127958578	1.2910872233
rna10432	4102	1617.6444856484	7.09763	0.0285808674	17.9980697355
rna10434	4103	6827.3367469769	18.0709	0.0182321945	10.8600037537
rna10435	4104	2845.1525331292	34.8638	0.0191145137	50.2894075217
rna10437	4105	8603.6280557944	5.35752	0.037548726	2.5562029713
rna10444	4106	2410.1634731381	16.5422	0.0160472564	28.1816042592
rna10446	4107	141014.273343115	235031	0.0254857895	6845.2100210544
rna10452	4109	325461.484936959	175048	0.0143457486	2210.0072214054
rna10459	4110	2055880.13297998	125919	0.0055339554	251.7301868421
rna10460	4111	16031.6568990012	16.9811	0.0357018405	4.3544658259
rna10467	4112	4411.4263455373	19.2083	0.0194011507	17.904533231
rna10476	4114	160499.11757061	37.5688	0.0223660588	0.9629837568
rna10479	4115	1192163.96939724	120095	0.0137608833	414.532679804
rna10492	4116	1736186.33017889	359709	0.0181097797	852.766905409
rna10494	4117	49578.9392920005	74.2886	0.0258424537	6.1688727223
rna10496	4118	4006.5610491217	4072	0.0496250259	4185.2590774015
rna10514	4121	166753.013218616	114492	0.0269553149	2829.4633055982
rna10517	4122	398445.009265657	87.4333	0.0217224884	0.9045164432
rna10519	4123	4084.1086244276	9.8823	0.0373626153	9.9764052935
rna10536	4124	11994.6146484547	9.78441	0.0239612223	3.3640853018
rna10537	4125	39950.974729569	22.3186	0.0511512166	2.3044300076
rna10603	4127	28247.6697829652	17.3757	0.0201647222	2.5385992703
rna10626	4128	12652.4309147429	3.27262	0.027396694	1.0677296285
rna10632	4129	15516.7595560263	65.5649	0.0365757641	17.4467788279
rna10637	4130	50812.6441621947	67.2617	0.048971502	5.4669625165
rna10640	4131	24471.9442102442	36.9966	0.0380290874	6.2452314081
rna10650	4132	59024.8783118158	47.1707	0.0184320661	3.302155599
rna10701	4133	287485.727353927	107249	0.0348737459	1541.8508636232
rna10705	4134	559903.741562684	129.06	0.0223362028	0.9529031517
rna10716	4135	3452.3794528028	9.52114	0.0227572749	11.4037041519
rna10728	4136	111822.743874252	281685	0.0238755531	10418.7137574636
rna10731	4137	23055.8905743697	16.26	0.0478982392	2.9175893155
rna10738	4138	228680.5838137	50.2266	0.0174029429	0.9088557819
rna10742	4139	16029.9674261706	9.11449	0.038465456	2.3533968041
rna10753	4140	78659.7933369162	31.9883	0.0176153109	1.6835991602
rna10804	4141	45189.1809869138	8.01887	0.0177243625	0.7348250166
rna10830	4143	11915.837340603	35133	0.0103138183	12215.3412168544
rna10856	4144	9557598.61201181	540121	0.0124397764	234.1865896301
rna10858	4145	2693114.37281751	115752	0.0130037546	178.1550924249
rna10863	4146	99399.0860570857	18.7581	0.023653115	0.7824124515
rna10869	4147	9862.2981196795	13.5509	0.0276637516	5.6980210513
rna10881	4149	234551.934767612	19.9256	0.0265311874	0.3524648581
rna10883	4151	2622424.89279809	381832	0.0120174233	604.3965782787
rna10885	4152	17522.2594689807	98.9708	0.0171644367	23.4516993843
rna10913	4153	18397.0033794861	27.0797	0.0241547272	6.1130604686
rna10915	4154	933239.522767974	141054	0.0119452415	627.8541593075
rna10933	4157	16095.1748956625	31.9221	0.0143441736	8.2447174734
rna10934	4156	251175.332131935	35.7191	0.0113201784	0.5910157592
rna10940	4159	18009.7405127758	4.81694	0.1882266912	1.1123787956
rna10944	4160	10784.4475055279	8.83422	0.0284280261	3.4077179365
rna10951	4161	77155.107326947	57494	0.0476385479	3100.6700954513
rna10954	4162	754072.37483606	63781	0.0171930762	352.0305621297
rna10960	4163	106160.60609674	234096	0.0149274919	9179.8802195227
rna10963	4164	228396.775754684	70.7571	0.0176908123	1.2900031685
rna10969	4165	7914.8235641712	7.52813	0.0232824664	3.9615111058
rna10973	4167	264647.687014794	198748	0.0435344543	3129.3790070181
rna10979	4168	56789.7441552238	99.4209	0.0205863619	7.2968511721
rna10985	4169	6310.2109495695	35.5012	0.1047724038	23.4547630789
rna10990	4170	45575.5993224166	27132	0.0319725045	2482.4783805827
rna10991	4171	36550.5221422029	60.0139	0.0696146532	6.8485472226
rna11002	4172	197362.398293772	3001	0.0128241374	63.4374739476
rna11025	4173	73317.1283300189	13951	0.0377504614	794.0507808482
rna11034	4174	60756.7940432799	78.2873	0.0153398495	5.3783481394
rna11037	4175	26563.1155135168	11.8282	0.0215822278	1.8590716505
rna11047	4176	2487.8034778105	6.95905	0.0178051845	11.6813860336
rna11052	4177	21174.288621937	19.7247	0.0215219799	3.8910432067
rna11053	4178	28370.1611614425	38.1073	0.024675734	5.6119631642
rna11062	4179	228811.016557656	127387	0.0252124589	2326.5937147998
rna11074	4180	6907.9358588912	19.7658	0.0360230457	11.9603085043
rna11088	4181	6152.2911550533	13028	0.0383670193	8853.6232481877
rna11103	4183	374204.131465611	77.8217	0.0157784853	0.8699213711
rna11119	4184	17795.1304603057	7.30344	0.0435532432	1.7171884763
rna11127	4185	477.8816540918	9.21244	0.0463690843	80.6770066812
rna11145	4187	10444.9782268861	19.7953	0.0131572325	7.9351932862
rna11146	4188	90990.7605451974	121362	0.0105945397	5585.8864455533
rna11153	4190	55055.7434993203	20.1199	0.0190165189	1.5312186457
rna11154	4191	32875.7296098473	14.1882	0.0134910964	1.8087125945
rna11161	4192	354825.85677215	173.41	0.0204300251	2.0487084189
rna11165	4194	41750.4068794808	37.3749	0.0201304776	3.754462347
rna11189	4199	10368.2043267869	8.45387	0.0174488636	3.423717262
rna11191	4200	123624.013432062	26.9088	0.0107623577	0.9141990853
rna11197	4201	7032.0325194728	18.6372	0.0349589046	11.1340322991
rna11201	4202	242472.393872594	67.2231	0.0194496546	1.1649634075
rna11209	4203	2878870.23253404	387827	0.0212389483	566.2071400715
rna11216	4204	86123.2188729994	50.9014	0.0200306474	2.4846898247
rna11221	4205	40961.1777005134	29.2917	0.0233050225	3.0070326444
rna11222	4206	242941.539816402	142.9	0.0285663426	2.4740001255
rna11223	4207	1658.320703638	14.5344	0.0502325531	36.8723737609
rna11233	4209	24294.5523913258	39.6123	0.0247536935	6.8627801004
rna11251	4210	9149.2727410308	68.7571	0.0301205047	31.6382951075
rna11254	4212	16435.4907668638	4.62102	0.0272133109	1.1842503833
rna11259	4213	27107.1569266116	36.0994	0.0449109127	5.6105762995
rna11271	4214	54622.8788744061	73.9617	0.064053331	5.705935136
rna11296	5	2760897.22428911	49.2405	0.0096034893	0.0000891748152861407
rna11300	7	1282464.27794504	412.87	0.010652086	0.0022535443
rna11302	8	28405.0437248049	46.8895	0.0286812005	0.0132059645
rna11318	9	72744.5025850111	21.6579	0.0597876119	0.0026795303
rna11320	10	53683.773422114	25.3487	0.0334308101	0.0047218551
rna11323	11	1058637.17770279	91.9141	0.011434474	0.0009550535
rna11327	12	28736.8237030676	40.0185	0.0321836973	0.0167110327
rna11332	13	107539.3402132	126685	0.0236098738	15.3144421077
rna11339	14	227498.266172223	2941.34	0.0345340013	0.181006918
rna11345	15	229350.548496625	87.3984	0.033495069	0.005716036
rna11346	16	970234.137404425	6554	0.0162306851	0.108081128
rna11366	17	8999.1819181643	33.8262	0.017494355	0.0638997417
rna11367	18	7112375.14539474	725.7	0.0097707857	0.0018366017
rna11379	20	55696.8443541461	192386	0.0597867476	69.0832675463
rna11410	22	211837.374188177	40.5376	0.0190570519	0.0042099615
rna11420	23	1116.1678574579	2.97449	0.0149731806	0.0612929942
rna11426	24	2095.1497784699	6.42359	0.0858044225	0.0735824052
rna11428	25	51080.506952661	25.6345	0.0334109566	0.0125461265
rna11438	27	13419.0547071399	9.15947	0.0693884925	0.018429442
rna11440	28	214417.354685522	54.1606	0.0131262438	0.0070726402
rna11442	29	9598.0701285288	6.4886	0.041022672	0.0196049203
rna11455	31	6593.9927704454	25.4825	0.1173768308	0.1197995702
rna11459	32	72913.2520912881	20.4692	0.0168711341	0.0089834753
rna11460	33	3017.656405977	19.9459	0.0579337495	0.2181211548
rna11482	34	133548.604121432	60.8204	0.0201385392	0.0154842023
rna11484	35	33346.5557193796	23.8793	0.0512856147	0.0250633231
rna11485	36	2896.3125444424	25.7346	0.0260616646	0.3198707273
rna11488	37	33685.1441671901	7.24338	0.0311976075	0.0079561797
rna11492	38	492570.38699093	133775	0.0131524753	10.3202509413
rna11493	39	31859.3391303942	49.7507	0.013137725	0.0609013669
rna11500	40	129750.165513663	22.3653	0.0297838713	0.0068948814
rna11516	44	39001.9853574137	27.4029	0.0196560505	0.0309145186
rna11517	45	127550.251568438	144188	0.0165121554	50.8698330283
rna11518	46	364478.466253686	92.6733	0.0184376248	0.0116960869
rna11528	47	10260.7973422136	6.62277	0.0139374419	0.0303358676
rna11537	48	111549.920899127	115037	0.0150572066	49.5004922952
rna11541	49	40198.7406628593	45.9704	0.0216044465	0.0560353275
rna11544	50	656894.270439814	95.5153	0.0137373149	0.0072702187
rna11554	52	156409.455056885	197405	0.0615245456	65.6294083773
rna11572	54	196494.349297233	45.0545	0.0095565458	0.0123817454
rna11574	55	19361.2384503664	56.5706	0.055263373	0.1607016518
rna11591	57	564144.524428233	43.4604	0.0133793691	0.0043911492
rna11615	58	153788.651307082	161357	0.0088661863	60.8543343118
rna11622	59	1286.717513322	4.14888	0.0168483001	0.1902390521
rna11636	60	26647.430606978	15.1525	0.0164123574	0.0341177359
rna11645	62	595970.652191954	188787	0.0131577555	19.6398832005
rna11649	63	44953.9769158713	45.8718	0.0261459752	0.0642862678
rna11665	66	944162.060311246	352.09	0.1143582107	0.0246122366
rna11671	68	2623642.33385409	397114	0.040602406	10.2924669463
rna11682	69	3182.6162924284	6.55819	0.0462464508	0.14218337
rna11694	70	49609.1572593129	59.7705	0.0252432835	0.0843379576
rna11696	72	42695.4200970564	59.6721	0.0356897565	0.1006288541
rna11697	73	103857.051710865	25.3278	0.0245222588	0.0178026371
rna11704	75	187308.295813929	132441	0.016718439	53.0306196895
rna11706	76	77996.3235287768	24.5494	0.0167651	0.0239210557
rna11711	77	373341.567514949	126.92	0.0149259842	0.0261766727
rna11714	78	31483.0098988478	334268	0.0635916474	828.157920217
rna11715	79	3050284.96997343	485876	0.0179058267	12.5838091778
rna11716	80	86598.3366636895	80.4909	0.0375586283	0.0743579178
rna11726	81	291590.558697446	50.9564	0.0149262249	0.0141550139
rna11732	83	8981.4251430122	7.16066	0.0330530564	0.066173772
rna11739	84	16450.1861045525	4.79872	0.0149268626	0.0245038249
rna11747	86	87484.6701659106	12.8705	0.0119106708	0.0126520795
rna11770	87	9449.9239469758	12.6054	0.0440685422	0.1160506483
rna11773	88	2194.8499829676	6.07704	0.0640479508	0.243651969
rna11783	90	316969.545867167	79057	0.0187315131	22.4473615613
rna11784	91	28316.0924903718	74.1089	0.0959651757	0.2381652731
rna11787	92	2067467.42013752	85.5871	0.0094716743	0.0038085307
rna11788	93	14755.4183892687	27.4571	0.0327031958	0.1730557706
rna11790	94	30501.6019913742	29.1859	0.0375964981	0.0899452626
rna11791	95	123578.358864264	33912	0.01607311	26.0696130747
rna11792	96	710024.137960701	246.42	0.0255729318	0.0333176279
rna11793	97	22320.6268688737	170826	0.0132716663	742.3681286975
rna11828	99	110935.995529552	34.1351	0.0318376194	0.030462384
rna11829	100	11082.4098102022	5.83642	0.0137410682	0.0526638168
rna11837	101	24767.3489752965	3.76692	0.0154350087	0.0153613098
rna11841	102	343.2172749407	3.03551	0.0254909379	0.902116655
rna11844	103	73388.2102427236	47.5021	0.0926157969	0.0666689688
rna11883	105	176424.734918313	56827	0.0113485135	33.820852857
rna11885	106	1388.5780645357	45.3353	0.0519255042	3.4607645927
rna11909	108	6196.1704200376	2.41819	0.0739726153	0.0421493442
rna11912	109	871426.826045855	186533	0.0184559165	23.3319613217
rna11914	110	288061.728814611	67.9293	0.0113283658	0.0259396589
rna11938	111	6286.672653627	15.8192	0.0153907606	0.2793101052
rna11948	113	161372.26306447	21.7382	0.0130351933	0.0152220496
rna11953	114	1232.3021550361	5.41643	0.0357478167	0.5010727422
rna11982	115	196644.764895446	54.6405	0.0249933483	0.0319543594
rna11983	116	77406.3517229997	45.5344	0.0224961701	0.0682371702
rna11985	117	142237.056846743	33.2416	0.0122183988	0.0273435579
rna11995	118	552356.149781153	345462	0.0209292882	73.8011444539
rna11996	119	54611.9639358831	41.7375	0.0292752017	0.090946418
rna12003	120	5997.1629188081	19.3749	0.015246541	0.3876813139
rna12004	121	284804.853589457	47.8063	0.0136710361	0.020310617
rna12009	122	941.8153189058	8.75335	0.0242890192	1.1338833406
rna12011	123	1095704.20417374	141185	0.0098674637	15.8489443901
rna12019	124	179494.879996695	34.0571	0.029544494	0.0235275814
rna12033	125	17282.4851493399	6.99139	0.0253557894	0.0505670187
rna12035	126	82785.2854722614	75.9142	0.0188462016	0.1155421419
rna12039	127	36699.448449982	6.78511	0.0274695386	0.0234801613
rna12041	128	2245.8991363166	4.7805	0.0291196181	0.2724539095
rna12057	130	3889.4428800463	11.9162	0.031495897	0.3982848052
rna12076	132	4409.5167872761	14.9098	0.0145573622	0.446328633
rna12102	133	2123914.5448314	372394	0.0041310563	23.3193948978
rna12103	134	210822.093973884	35.8832	0.0183171532	0.0228076133
rna12118	137	52235.7802213434	273712	0.0297754009	717.8708509972
rna12125	138	15464.8848787902	23.2282	0.0233126872	0.2072754906
rna12151	142	4599.8882760858	12.6988	0.0326167023	0.392015956
rna12159	143	50811.6378071999	79.8946	0.0501257415	0.2248486428
rna12162	144	313567.093250593	69.57	0.021016709	0.0319487606
rna12163	145	3310015.11761135	419905	0.0162160377	18.3945458968
rna12181	149	4205232.80225465	444718	0.0093551417	15.757268412
rna12200	151	49116.7935620021	19.5166	0.0568751788	0.0599999794
rna12240	154	255304.364929339	1.01273	0.0100109017	0.0006108804
rna12254	155	9273437.26194823	23.6159	0.0195142239	0.0003947258
rna12272	156	29267.1043019447	10.7195	0.0147341635	0.0571372549
rna12288	157	46416.5417701033	45.6786	0.0253973355	0.1545039748
rna12314	159	990286.410430075	8.90397	0.0132387178	0.001429618
rna12334	161	23040.0414487835	28.5891	0.0326357298	0.1997759036
rna12339	162	49813.2004960118	137946	0.0363707445	448.6210839191
rna12340	163	40675.074726104	144701	0.1034456659	579.8701823862
rna12344	165	197826.747754554	87.6187	0.0195833386	0.0730795287
rna12345	166	1403.7787845621	7.18921	0.0204241412	0.8501402594
rna12353	167	113630.159246046	58.4405	0.0913738851	0.0858888482
rna12359	169	10999.2202732545	48.2574	0.1236707053	0.7414617034
rna12369	171	40740.4073267522	78.8631	0.0155437636	0.3310126478
rna12384	172	306948.593176271	53824	0.0149321694	30.1605161444
rna12385	173	87720.2942134194	50.3877	0.0394789508	0.0993734937
rna12413	174	176785.112517262	128565	0.0231803391	126.5395580061
rna12455	177	38411.4062493932	5.13875	0.0138691158	0.0236793921
rna12462	178	154842.665480685	36.2342	0.0140710694	0.0416531683
rna12464	179	75345.3033772243	18609	0.0191820063	44.2099354664
rna12468	180	3357.0923851265	123416	0.1000876789	6617.2977837674
rna12478	181	23192.6191127234	18.7754	0.2087976466	0.1465271078
rna12515	184	12447.2242364704	16.2145	0.0160100837	0.2396894234
rna12530	185	41124.7612820935	47.9822	0.014741463	0.2158482317
rna12539	187	36391.9129615918	99.9186	0.0166227841	0.5134321523
rna12546	188	497229.957763785	670146	0.0123489943	253.3786350416
rna12552	189	12944.4746054712	5.8359	0.0239708828	0.0852089508
rna12578	191	6838.6036052835	73.3197	0.0332039437	2.0477956478
rna12580	192	33315.5638085025	18.8897	0.0232779251	0.1088627052
rna12595	193	42091.9021109791	7.11672	0.0215164118	0.0326316201
rna12601	195	51683.0644993132	47.6044	0.0341139291	0.1796112148
rna12611	196	20632.1274684889	5.72708	0.0261006412	0.0544058135
rna12622	197	7496.5250774066	23.1879	0.0320311171	0.6093511664
rna12623	199	27007.9930641041	112777	0.0047257485	830.9622616805
rna12626	200	22432.5793873455	26.9328	0.0541515109	0.240122186
rna12627	201	74024.8005794557	13.0482	0.0163851253	0.0354298584
rna12652	203	31925.5258771353	45.0792	0.0241439976	0.2866382729
rna12680	205	28622.0420314389	52.8006	0.0203205215	0.37817438
rna12682	206	173154.785621414	44.4499	0.0271720469	0.0528814688
rna12691	207	35608.8637913652	18.4623	0.0111637519	0.1073242921
rna12695	208	478820.744598996	13.3116	0.012901327	0.0057825665
rna12700	209	132137.506697842	4.10025	0.0299052619	0.0064853066
rna12710	210	89945.25346322	25.8357	0.0214655026	0.0603199923
rna12712	211	758547.845551747	383185	0.0079729249	106.5879172608
rna12719	212	230788.364022169	115529	0.0177671819	106.1238425246
rna12721	213	1293.8039611773	14.4643	0.1223150926	2.3812694909
rna12727	214	28452.2878472432	32.7354	0.0625050845	0.2462148435
rna12729	215	3048880.9669755	154357	0.0118914035	10.8848969046
rna12730	216	62662.2303827883	30.2611	0.036031345	0.1043116014
